image,crop_file,bbox,class_id,confidence,ocr_text
K-003483-019861-029667-031885_0_2_0_2_90_000_200.png,K-003483-019861-029667-031885_0_2_0_2_90_000_200_crop3.png,"[59, 93, 373, 632]",50,0.9559,
K-003483-019861-029667-034597_0_2_0_2_70_000_200.png,K-003483-019861-029667-034597_0_2_0_2_70_000_200_crop1.png,"[160, 215, 404, 435]",3,0.9596,
K-003483-019861-029667-034597_0_2_0_2_70_000_200.png,K-003483-019861-029667-034597_0_2_0_2_70_000_200_crop2.png,"[649, 278, 864, 447]",5,0.9587,
K-003483-019861-029667-034597_0_2_0_2_75_000_200.png,K-003483-019861-029667-034597_0_2_0_2_75_000_200_crop0.png,"[84, 825, 309, 1002]",5,0.9647,
K-003483-019861-029667-034597_0_2_0_2_75_000_200.png,K-003483-019861-029667-034597_0_2_0_2_75_000_200_crop1.png,"[611, 198, 829, 413]",18,0.9647,
K-003483-019861-029667-034597_0_2_0_2_75_000_200.png,K-003483-019861-029667-034597_0_2_0_2_75_000_200_crop2.png,"[567, 839, 826, 1073]",3,0.9543,
K-003483-019861-029667-034597_0_2_0_2_90_000_200.png,K-003483-019861-029667-034597_0_2_0_2_90_000_200_crop0.png,"[639, 203, 862, 419]",18,0.9704,
K-003483-019861-029667-034597_0_2_0_2_90_000_200.png,K-003483-019861-029667-034597_0_2_0_2_90_000_200_crop1.png,"[118, 863, 339, 1032]",5,0.9594,
K-003483-019861-029667-034597_0_2_0_2_90_000_200.png,K-003483-019861-029667-034597_0_2_0_2_90_000_200_crop2.png,"[594, 871, 851, 1102]",3,0.9549,
K-003483-019861-030308-035206_0_2_0_2_70_000_200.png,K-003483-019861-030308-035206_0_2_0_2_70_000_200_crop0.png,"[642, 276, 857, 445]",5,0.9685,
K-003483-019861-030308-035206_0_2_0_2_70_000_200.png,K-003483-019861-030308-035206_0_2_0_2_70_000_200_crop1.png,"[152, 219, 396, 439]",3,0.9597,
K-003483-019861-030308-035206_0_2_0_2_75_000_200.png,K-003483-019861-030308-035206_0_2_0_2_75_000_200_crop0.png,"[91, 826, 316, 1003]",5,0.9729,
K-003483-019861-030308-035206_0_2_0_2_75_000_200.png,K-003483-019861-030308-035206_0_2_0_2_75_000_200_crop1.png,"[573, 835, 833, 1066]",3,0.9559,
K-003483-019861-030308-035206_0_2_0_2_90_000_200.png,K-003483-019861-030308-035206_0_2_0_2_90_000_200_crop0.png,"[126, 864, 347, 1032]",5,0.9679,
K-003483-019861-030308-035206_0_2_0_2_90_000_200.png,K-003483-019861-030308-035206_0_2_0_2_90_000_200_crop2.png,"[601, 866, 860, 1096]",3,0.9524,
K-003483-019861-030308-036637_0_2_0_2_70_000_200.png,K-003483-019861-030308-036637_0_2_0_2_70_000_200_crop0.png,"[642, 277, 858, 446]",5,0.9707,
K-003483-019861-030308-036637_0_2_0_2_70_000_200.png,K-003483-019861-030308-036637_0_2_0_2_70_000_200_crop1.png,"[152, 219, 396, 438]",3,0.9582,
K-003483-019861-030308-036637_0_2_0_2_75_000_200.png,K-003483-019861-030308-036637_0_2_0_2_75_000_200_crop0.png,"[91, 826, 316, 1003]",5,0.9724,
K-003483-019861-030308-036637_0_2_0_2_75_000_200.png,K-003483-019861-030308-036637_0_2_0_2_75_000_200_crop1.png,"[573, 835, 834, 1068]",3,0.9538,
K-003483-019861-030308-036637_0_2_0_2_90_000_200.png,K-003483-019861-030308-036637_0_2_0_2_90_000_200_crop0.png,"[126, 864, 347, 1032]",5,0.9654,
K-003483-019861-030308-036637_0_2_0_2_90_000_200.png,K-003483-019861-030308-036637_0_2_0_2_90_000_200_crop3.png,"[601, 866, 860, 1096]",3,0.9493,
K-003483-019861-031885-035206_0_2_0_2_70_000_200.png,K-003483-019861-031885-035206_0_2_0_2_70_000_200_crop0.png,"[642, 276, 857, 445]",5,0.9693,
K-003483-019861-031885-035206_0_2_0_2_70_000_200.png,K-003483-019861-031885-035206_0_2_0_2_70_000_200_crop1.png,"[152, 219, 396, 439]",3,0.958,
K-003483-019861-031885-035206_0_2_0_2_70_000_200.png,K-003483-019861-031885-035206_0_2_0_2_70_000_200_crop3.png,"[550, 696, 878, 1250]",50,0.9333,
K-003483-019861-031885-035206_0_2_0_2_75_000_200.png,K-003483-019861-031885-035206_0_2_0_2_75_000_200_crop0.png,"[91, 826, 316, 1003]",5,0.9724,
K-003483-019861-031885-035206_0_2_0_2_75_000_200.png,K-003483-019861-031885-035206_0_2_0_2_75_000_200_crop1.png,"[573, 835, 834, 1066]",3,0.9549,
K-003483-019861-031885-035206_0_2_0_2_75_000_200.png,K-003483-019861-031885-035206_0_2_0_2_75_000_200_crop3.png,"[109, 3, 415, 524]",50,0.929,
K-003483-019861-031885-035206_0_2_0_2_90_000_200.png,K-003483-019861-031885-035206_0_2_0_2_90_000_200_crop0.png,"[126, 864, 346, 1032]",5,0.9659,
K-003483-019861-031885-035206_0_2_0_2_90_000_200.png,K-003483-019861-031885-035206_0_2_0_2_90_000_200_crop2.png,"[601, 866, 860, 1097]",3,0.951,
K-003483-019861-031885-035206_0_2_0_2_90_000_200.png,K-003483-019861-031885-035206_0_2_0_2_90_000_200_crop3.png,"[126, 14, 440, 549]",50,0.9429,
K-003483-019861-031885-036637_0_2_0_2_70_000_200.png,K-003483-019861-031885-036637_0_2_0_2_70_000_200_crop0.png,"[644, 277, 860, 446]",5,0.9682,
K-003483-019861-031885-036637_0_2_0_2_70_000_200.png,K-003483-019861-031885-036637_0_2_0_2_70_000_200_crop1.png,"[153, 218, 399, 438]",3,0.9587,
K-003483-019861-031885-036637_0_2_0_2_70_000_200.png,K-003483-019861-031885-036637_0_2_0_2_70_000_200_crop3.png,"[566, 658, 901, 1210]",50,0.9259,
K-003483-019861-031885-036637_0_2_0_2_75_000_200.png,K-003483-019861-031885-036637_0_2_0_2_75_000_200_crop0.png,"[89, 825, 314, 1002]",5,0.9743,
K-003483-019861-031885-036637_0_2_0_2_75_000_200.png,K-003483-019861-031885-036637_0_2_0_2_75_000_200_crop1.png,"[571, 835, 831, 1068]",3,0.9542,
K-003483-019861-031885-036637_0_2_0_2_75_000_200.png,K-003483-019861-031885-036637_0_2_0_2_75_000_200_crop2.png,"[82, 31, 399, 558]",50,0.945,
K-003483-019861-031885-036637_0_2_0_2_90_000_200.png,K-003483-019861-031885-036637_0_2_0_2_90_000_200_crop0.png,"[123, 864, 344, 1033]",5,0.9622,
K-003483-019861-031885-036637_0_2_0_2_90_000_200.png,K-003483-019861-031885-036637_0_2_0_2_90_000_200_crop2.png,"[600, 867, 857, 1097]",3,0.9508,
K-003483-019861-031885-036637_0_2_0_2_90_000_200.png,K-003483-019861-031885-036637_0_2_0_2_90_000_200_crop3.png,"[101, 49, 428, 583]",50,0.9377,
K-003483-019861-034597-035206_0_2_0_2_70_000_200.png,K-003483-019861-034597-035206_0_2_0_2_70_000_200_crop0.png,"[642, 276, 857, 446]",5,0.9667,
K-003483-019861-034597-035206_0_2_0_2_70_000_200.png,K-003483-019861-034597-035206_0_2_0_2_70_000_200_crop1.png,"[152, 219, 396, 439]",3,0.961,
K-003483-019861-034597-035206_0_2_0_2_75_000_200.png,K-003483-019861-034597-035206_0_2_0_2_75_000_200_crop0.png,"[91, 826, 316, 1003]",5,0.9725,
K-003483-019861-034597-035206_0_2_0_2_75_000_200.png,K-003483-019861-034597-035206_0_2_0_2_75_000_200_crop1.png,"[573, 835, 834, 1066]",3,0.9551,
K-003483-019861-034597-035206_0_2_0_2_90_000_200.png,K-003483-019861-034597-035206_0_2_0_2_90_000_200_crop0.png,"[126, 865, 347, 1032]",5,0.9653,
K-003483-019861-034597-035206_0_2_0_2_90_000_200.png,K-003483-019861-034597-035206_0_2_0_2_90_000_200_crop1.png,"[601, 866, 860, 1096]",3,0.9538,
K-003483-019861-034597-036637_0_2_0_2_70_000_200.png,K-003483-019861-034597-036637_0_2_0_2_70_000_200_crop0.png,"[644, 277, 860, 446]",5,0.9654,
K-003483-019861-034597-036637_0_2_0_2_70_000_200.png,K-003483-019861-034597-036637_0_2_0_2_70_000_200_crop1.png,"[153, 218, 398, 438]",3,0.96,
K-003483-019861-034597-036637_0_2_0_2_75_000_200.png,K-003483-019861-034597-036637_0_2_0_2_75_000_200_crop0.png,"[89, 826, 315, 1002]",5,0.9715,
K-003483-019861-034597-036637_0_2_0_2_75_000_200.png,K-003483-019861-034597-036637_0_2_0_2_75_000_200_crop1.png,"[571, 836, 832, 1068]",3,0.9533,
K-003483-019861-034597-036637_0_2_0_2_90_000_200.png,K-003483-019861-034597-036637_0_2_0_2_90_000_200_crop0.png,"[124, 864, 345, 1032]",5,0.9636,
K-003483-019861-034597-036637_0_2_0_2_90_000_200.png,K-003483-019861-034597-036637_0_2_0_2_90_000_200_crop2.png,"[600, 867, 857, 1097]",3,0.9532,
K-003483-020238-020877-022347_0_2_0_2_70_000_200.png,K-003483-020238-020877-022347_0_2_0_2_70_000_200_crop1.png,"[156, 863, 386, 1089]",72,0.9688,
K-003483-020238-020877-022347_0_2_0_2_70_000_200.png,K-003483-020238-020877-022347_0_2_0_2_70_000_200_crop2.png,"[675, 830, 887, 1037]",52,0.9627,
K-003483-020238-020877-022347_0_2_0_2_70_000_200.png,K-003483-020238-020877-022347_0_2_0_2_70_000_200_crop3.png,"[160, 279, 353, 540]",3,0.9581,
K-003483-020238-020877-022347_0_2_0_2_75_000_200.png,K-003483-020238-020877-022347_0_2_0_2_75_000_200_crop0.png,"[574, 178, 794, 390]",72,0.9801,
K-003483-020238-020877-022347_0_2_0_2_75_000_200.png,K-003483-020238-020877-022347_0_2_0_2_75_000_200_crop1.png,"[108, 789, 378, 1106]",46,0.9763,
K-003483-020238-020877-022347_0_2_0_2_75_000_200.png,K-003483-020238-020877-022347_0_2_0_2_75_000_200_crop2.png,"[96, 230, 298, 425]",52,0.9733,
K-003483-020238-020877-022347_0_2_0_2_75_000_200.png,K-003483-020238-020877-022347_0_2_0_2_75_000_200_crop3.png,"[615, 726, 817, 1000]",3,0.9551,
K-003483-020238-020877-022347_0_2_0_2_90_000_200.png,K-003483-020238-020877-022347_0_2_0_2_90_000_200_crop0.png,"[112, 241, 317, 438]",52,0.9792,
K-003483-020238-020877-022347_0_2_0_2_90_000_200.png,K-003483-020238-020877-022347_0_2_0_2_90_000_200_crop1.png,"[602, 181, 826, 397]",72,0.9769,
K-003483-020238-020877-022347_0_2_0_2_90_000_200.png,K-003483-020238-020877-022347_0_2_0_2_90_000_200_crop2.png,"[141, 832, 411, 1143]",46,0.9759,
K-003483-020238-020877-022347_0_2_0_2_90_000_200.png,K-003483-020238-020877-022347_0_2_0_2_90_000_200_crop3.png,"[643, 759, 843, 1029]",3,0.9474,
K-003483-020238-022347-025469_0_2_0_2_70_000_200.png,K-003483-020238-022347-025469_0_2_0_2_70_000_200_crop0.png,"[139, 849, 370, 1075]",72,0.9743,
K-003483-020238-022347-025469_0_2_0_2_70_000_200.png,K-003483-020238-022347-025469_0_2_0_2_70_000_200_crop2.png,"[682, 830, 892, 1038]",52,0.9661,
K-003483-020238-022347-025469_0_2_0_2_70_000_200.png,K-003483-020238-022347-025469_0_2_0_2_70_000_200_crop3.png,"[124, 271, 397, 459]",3,0.9635,
K-003483-020238-022347-025469_0_2_0_2_75_000_200.png,K-003483-020238-022347-025469_0_2_0_2_75_000_200_crop0.png,"[591, 190, 809, 403]",72,0.9695,
K-003483-020238-022347-025469_0_2_0_2_75_000_200.png,K-003483-020238-022347-025469_0_2_0_2_75_000_200_crop1.png,"[90, 230, 291, 425]",52,0.9623,
K-003483-020238-022347-025469_0_2_0_2_75_000_200.png,K-003483-020238-022347-025469_0_2_0_2_75_000_200_crop3.png,"[576, 810, 854, 1003]",3,0.9567,
K-003483-020238-022347-025469_0_2_0_2_90_000_200.png,K-003483-020238-022347-025469_0_2_0_2_90_000_200_crop0.png,"[619, 194, 842, 411]",72,0.9779,
K-003483-020238-022347-027653_0_2_0_2_70_000_200.png,K-003483-020238-022347-027653_0_2_0_2_70_000_200_crop0.png,"[134, 868, 363, 1094]",72,0.9684,
K-003483-020238-022347-027653_0_2_0_2_70_000_200.png,K-003483-020238-022347-027653_0_2_0_2_70_000_200_crop1.png,"[131, 287, 407, 460]",3,0.9657,
K-003483-020238-022347-027653_0_2_0_2_70_000_200.png,K-003483-020238-022347-027653_0_2_0_2_70_000_200_crop2.png,"[656, 852, 870, 1059]",52,0.9568,
K-003483-020238-022347-027653_0_2_0_2_70_000_200.png,K-003483-020238-022347-027653_0_2_0_2_70_000_200_crop3.png,"[670, 254, 888, 453]",32,0.9548,
K-003483-020238-022347-027653_0_2_0_2_75_000_200.png,K-003483-020238-022347-027653_0_2_0_2_75_000_200_crop0.png,"[114, 211, 313, 406]",52,0.9781,
K-003483-020238-022347-027653_0_2_0_2_75_000_200.png,K-003483-020238-022347-027653_0_2_0_2_75_000_200_crop1.png,"[596, 173, 813, 386]",72,0.9765,
K-003483-020238-022347-027653_0_2_0_2_75_000_200.png,K-003483-020238-022347-027653_0_2_0_2_75_000_200_crop2.png,"[63, 810, 287, 1021]",32,0.9598,
K-003483-020238-022347-027653_0_2_0_2_90_000_200.png,K-003483-020238-022347-027653_0_2_0_2_90_000_200_crop0.png,"[625, 177, 846, 392]",72,0.9751,
K-003483-020238-022347-027653_0_2_0_2_90_000_200.png,K-003483-020238-022347-027653_0_2_0_2_90_000_200_crop1.png,"[130, 219, 335, 415]",52,0.9733,
K-003483-020238-022347-027653_0_2_0_2_90_000_200.png,K-003483-020238-022347-027653_0_2_0_2_90_000_200_crop2.png,"[97, 854, 316, 1058]",32,0.9619,
K-003483-020238-022347-027733_0_2_0_2_70_000_200.png,K-003483-020238-022347-027733_0_2_0_2_70_000_200_crop0.png,"[113, 853, 344, 1080]",72,0.9765,
K-003483-020238-022347-027733_0_2_0_2_70_000_200.png,K-003483-020238-022347-027733_0_2_0_2_70_000_200_crop1.png,"[682, 826, 893, 1032]",52,0.9607,
K-003483-020238-022347-027733_0_2_0_2_70_000_200.png,K-003483-020238-022347-027733_0_2_0_2_70_000_200_crop2.png,"[123, 305, 392, 506]",3,0.9559,
K-003483-020238-022347-027733_0_2_0_2_70_000_200.png,K-003483-020238-022347-027733_0_2_0_2_70_000_200_crop3.png,"[564, 260, 864, 526]",70,0.9464,
K-003483-020238-022347-027733_0_2_0_2_75_000_200.png,K-003483-020238-022347-027733_0_2_0_2_75_000_200_crop0.png,"[616, 185, 835, 398]",72,0.9744,
K-003483-020238-022347-027733_0_2_0_2_75_000_200.png,K-003483-020238-022347-027733_0_2_0_2_75_000_200_crop2.png,"[90, 234, 289, 429]",52,0.9578,
K-003483-020238-022347-027733_0_2_0_2_90_000_200.png,K-003483-020238-022347-027733_0_2_0_2_90_000_200_crop0.png,"[106, 246, 310, 443]",52,0.9765,
K-003483-020238-022347-027733_0_2_0_2_90_000_200.png,K-003483-020238-022347-027733_0_2_0_2_90_000_200_crop1.png,"[643, 190, 868, 405]",72,0.9754,
K-003483-020238-022347-027777_0_2_0_2_70_000_200.png,K-003483-020238-022347-027777_0_2_0_2_70_000_200_crop0.png,"[153, 849, 383, 1076]",72,0.9766,
K-003483-020238-022347-027777_0_2_0_2_70_000_200.png,K-003483-020238-022347-027777_0_2_0_2_70_000_200_crop1.png,"[638, 292, 812, 487]",58,0.96,
K-003483-020238-022347-027777_0_2_0_2_70_000_200.png,K-003483-020238-022347-027777_0_2_0_2_70_000_200_crop2.png,"[173, 273, 435, 490]",3,0.9551,
K-003483-020238-022347-027777_0_2_0_2_70_000_200.png,K-003483-020238-022347-027777_0_2_0_2_70_000_200_crop3.png,"[644, 832, 857, 1040]",52,0.9531,
K-003483-020238-022347-027777_0_2_0_2_75_000_200.png,K-003483-020238-022347-027777_0_2_0_2_75_000_200_crop0.png,"[576, 190, 797, 404]",72,0.9788,
K-003483-020238-022347-027777_0_2_0_2_75_000_200.png,K-003483-020238-022347-027777_0_2_0_2_75_000_200_crop1.png,"[125, 229, 325, 422]",52,0.9723,
K-003483-020238-022347-027777_0_2_0_2_75_000_200.png,K-003483-020238-022347-027777_0_2_0_2_75_000_200_crop2.png,"[539, 779, 804, 1006]",3,0.955,
K-003483-020238-022347-027777_0_2_0_2_90_000_200.png,K-003483-020238-022347-027777_0_2_0_2_90_000_200_crop0.png,"[604, 195, 829, 411]",72,0.9825,
K-003483-020238-022347-027777_0_2_0_2_90_000_200.png,K-003483-020238-022347-027777_0_2_0_2_90_000_200_crop1.png,"[142, 238, 347, 436]",52,0.9773,
K-003483-020238-022347-027777_0_2_0_2_90_000_200.png,K-003483-020238-022347-027777_0_2_0_2_90_000_200_crop2.png,"[568, 814, 830, 1033]",3,0.9566,
K-003483-020238-022347-027777_0_2_0_2_90_000_200.png,K-003483-020238-022347-027777_0_2_0_2_90_000_200_crop3.png,"[177, 815, 352, 1014]",58,0.9453,
K-003483-020238-025367-027777_0_2_0_2_90_000_200.png,K-003483-020238-025367-027777_0_2_0_2_90_000_200_crop0.png,"[604, 195, 829, 411]",72,0.9828,
K-003483-020238-025367-027777_0_2_0_2_90_000_200.png,K-003483-020238-025367-027777_0_2_0_2_90_000_200_crop1.png,"[568, 814, 830, 1033]",3,0.9542,
K-003483-020238-025367-027777_0_2_0_2_90_000_200.png,K-003483-020238-025367-027777_0_2_0_2_90_000_200_crop3.png,"[177, 814, 352, 1014]",58,0.944,
K-003483-020238-025469-028763_0_2_0_2_70_000_200.png,K-003483-020238-025469-028763_0_2_0_2_70_000_200_crop0.png,"[140, 849, 370, 1075]",72,0.9756,
K-003483-020238-025469-028763_0_2_0_2_70_000_200.png,K-003483-020238-025469-028763_0_2_0_2_70_000_200_crop2.png,"[124, 271, 397, 459]",3,0.9628,
K-003483-020238-025469-028763_0_2_0_2_70_000_200.png,K-003483-020238-025469-028763_0_2_0_2_70_000_200_crop3.png,"[606, 856, 827, 1069]",68,0.9438,
K-003483-020238-025469-028763_0_2_0_2_75_000_200.png,K-003483-020238-025469-028763_0_2_0_2_75_000_200_crop0.png,"[155, 200, 365, 399]",68,0.972,
K-003483-020238-025469-028763_0_2_0_2_75_000_200.png,K-003483-020238-025469-028763_0_2_0_2_75_000_200_crop1.png,"[591, 190, 809, 403]",72,0.9697,
K-003483-020238-025469-028763_0_2_0_2_75_000_200.png,K-003483-020238-025469-028763_0_2_0_2_75_000_200_crop3.png,"[576, 810, 854, 1003]",3,0.9563,
K-003483-020238-025469-028763_0_2_0_2_90_000_200.png,K-003483-020238-025469-028763_0_2_0_2_90_000_200_crop0.png,"[619, 194, 842, 411]",72,0.9784,
K-003483-020238-025469-028763_0_2_0_2_90_000_200.png,K-003483-020238-025469-028763_0_2_0_2_90_000_200_crop2.png,"[173, 210, 384, 411]",68,0.9626,
K-003483-020238-025469-028763_0_2_0_2_90_000_200.png,K-003483-020238-025469-028763_0_2_0_2_90_000_200_crop3.png,"[603, 844, 878, 1032]",3,0.9537,
K-003483-020238-025469-030308_0_2_0_2_70_000_200.png,K-003483-020238-025469-030308_0_2_0_2_70_000_200_crop0.png,"[140, 850, 368, 1075]",72,0.9722,
K-003483-020238-025469-030308_0_2_0_2_70_000_200.png,K-003483-020238-025469-030308_0_2_0_2_70_000_200_crop2.png,"[124, 272, 397, 460]",3,0.9647,
K-003483-020238-025469-030308_0_2_0_2_70_000_200.png,K-003483-020238-025469-030308_0_2_0_2_70_000_200_crop3.png,"[550, 732, 966, 1140]",67,0.9532,
K-003483-020238-025469-030308_0_2_0_2_75_000_200.png,K-003483-020238-025469-030308_0_2_0_2_75_000_200_crop0.png,"[591, 190, 809, 404]",72,0.9685,
K-003483-020238-025469-030308_0_2_0_2_75_000_200.png,K-003483-020238-025469-030308_0_2_0_2_75_000_200_crop2.png,"[576, 810, 854, 1003]",3,0.9565,
K-003483-020238-025469-030308_0_2_0_2_75_000_200.png,K-003483-020238-025469-030308_0_2_0_2_75_000_200_crop3.png,"[40, 102, 425, 498]",67,0.9464,
K-003483-020238-025469-030308_0_2_0_2_90_000_200.png,K-003483-020238-025469-030308_0_2_0_2_90_000_200_crop0.png,"[620, 194, 842, 412]",72,0.978,
K-003483-020238-025469-030308_0_2_0_2_90_000_200.png,K-003483-020238-025469-030308_0_2_0_2_90_000_200_crop2.png,"[52, 118, 451, 521]",67,0.9585,
K-003483-020238-025469-030308_0_2_0_2_90_000_200.png,K-003483-020238-025469-030308_0_2_0_2_90_000_200_crop3.png,"[603, 845, 880, 1032]",3,0.9513,
K-003483-020238-025469-031885_0_2_0_2_70_000_200.png,K-003483-020238-025469-031885_0_2_0_2_70_000_200_crop0.png,"[140, 849, 369, 1075]",72,0.9708,
K-003483-020238-025469-031885_0_2_0_2_70_000_200.png,K-003483-020238-025469-031885_0_2_0_2_70_000_200_crop2.png,"[125, 271, 396, 460]",3,0.9655,
K-003483-020238-025469-031885_0_2_0_2_70_000_200.png,K-003483-020238-025469-031885_0_2_0_2_70_000_200_crop3.png,"[519, 631, 961, 1121]",50,0.9475,
K-003483-020238-025469-031885_0_2_0_2_75_000_200.png,K-003483-020238-025469-031885_0_2_0_2_75_000_200_crop0.png,"[591, 190, 809, 404]",72,0.9694,
K-003483-020238-025469-031885_0_2_0_2_75_000_200.png,K-003483-020238-025469-031885_0_2_0_2_75_000_200_crop2.png,"[576, 810, 853, 1003]",3,0.959,
K-003483-020238-025469-031885_0_2_0_2_75_000_200.png,K-003483-020238-025469-031885_0_2_0_2_75_000_200_crop3.png,"[32, 111, 455, 586]",50,0.9517,
K-003483-020238-025469-031885_0_2_0_2_90_000_200.png,K-003483-020238-025469-031885_0_2_0_2_90_000_200_crop0.png,"[619, 194, 842, 412]",72,0.9765,
K-003483-020238-025469-031885_0_2_0_2_90_000_200.png,K-003483-020238-025469-031885_0_2_0_2_90_000_200_crop2.png,"[603, 844, 878, 1031]",3,0.9542,
K-003483-020238-025469-031885_0_2_0_2_90_000_200.png,K-003483-020238-025469-031885_0_2_0_2_90_000_200_crop3.png,"[43, 139, 487, 614]",50,0.9453,
K-003483-020238-025469-034597_0_2_0_2_70_000_200.png,K-003483-020238-025469-034597_0_2_0_2_70_000_200_crop0.png,"[140, 849, 370, 1076]",72,0.9707,
K-003483-020238-025469-034597_0_2_0_2_70_000_200.png,K-003483-020238-025469-034597_0_2_0_2_70_000_200_crop2.png,"[125, 271, 397, 460]",3,0.9612,
K-003483-020238-025469-034597_0_2_0_2_75_000_200.png,K-003483-020238-025469-034597_0_2_0_2_75_000_200_crop0.png,"[590, 190, 809, 404]",72,0.9707,
K-003483-020238-025469-034597_0_2_0_2_75_000_200.png,K-003483-020238-025469-034597_0_2_0_2_75_000_200_crop2.png,"[576, 810, 854, 1003]",3,0.9562,
K-003483-020238-025469-034597_0_2_0_2_90_000_200.png,K-003483-020238-025469-034597_0_2_0_2_90_000_200_crop0.png,"[618, 194, 842, 412]",72,0.977,
K-003483-020238-025469-034597_0_2_0_2_90_000_200.png,K-003483-020238-025469-034597_0_2_0_2_90_000_200_crop3.png,"[603, 845, 880, 1031]",3,0.9528,
K-003483-020238-027653-028763_0_2_0_2_70_000_200.png,K-003483-020238-027653-028763_0_2_0_2_70_000_200_crop0.png,"[134, 868, 363, 1095]",72,0.9714,
K-003483-020238-027653-028763_0_2_0_2_70_000_200.png,K-003483-020238-027653-028763_0_2_0_2_70_000_200_crop2.png,"[624, 873, 843, 1086]",68,0.9623,
K-003483-020238-027653-028763_0_2_0_2_70_000_200.png,K-003483-020238-027653-028763_0_2_0_2_70_000_200_crop3.png,"[669, 254, 888, 453]",32,0.9553,
K-003483-020238-027653-028763_0_2_0_2_75_000_200.png,K-003483-020238-027653-028763_0_2_0_2_75_000_200_crop0.png,"[595, 173, 813, 385]",72,0.9785,
K-003483-020238-027653-028763_0_2_0_2_75_000_200.png,K-003483-020238-027653-028763_0_2_0_2_75_000_200_crop1.png,"[138, 185, 344, 382]",68,0.9631,
K-003483-020238-027653-028763_0_2_0_2_75_000_200.png,K-003483-020238-027653-028763_0_2_0_2_75_000_200_crop2.png,"[64, 810, 289, 1021]",32,0.9601,
K-003483-020238-027653-028763_0_2_0_2_90_000_200.png,K-003483-020238-027653-028763_0_2_0_2_90_000_200_crop0.png,"[624, 176, 846, 392]",72,0.9773,
K-003483-020238-027653-028763_0_2_0_2_90_000_200.png,K-003483-020238-027653-028763_0_2_0_2_90_000_200_crop1.png,"[156, 192, 366, 392]",68,0.973,
K-003483-020238-027653-028763_0_2_0_2_90_000_200.png,K-003483-020238-027653-028763_0_2_0_2_90_000_200_crop2.png,"[98, 854, 318, 1059]",32,0.9643,
K-003483-020238-027653-030308_0_2_0_2_70_000_200.png,K-003483-020238-027653-030308_0_2_0_2_70_000_200_crop0.png,"[135, 869, 362, 1094]",72,0.9697,
K-003483-020238-027653-030308_0_2_0_2_70_000_200.png,K-003483-020238-027653-030308_0_2_0_2_70_000_200_crop1.png,"[131, 288, 406, 461]",3,0.9673,
K-003483-020238-027653-030308_0_2_0_2_70_000_200.png,K-003483-020238-027653-030308_0_2_0_2_70_000_200_crop2.png,"[669, 254, 888, 453]",32,0.9557,
K-003483-020238-027653-030308_0_2_0_2_70_000_200.png,K-003483-020238-027653-030308_0_2_0_2_70_000_200_crop3.png,"[547, 686, 934, 1116]",67,0.9484,
K-003483-020238-027653-030308_0_2_0_2_75_000_200.png,K-003483-020238-027653-030308_0_2_0_2_75_000_200_crop0.png,"[596, 173, 812, 386]",72,0.9765,
K-003483-020238-027653-030308_0_2_0_2_75_000_200.png,K-003483-020238-027653-030308_0_2_0_2_75_000_200_crop1.png,"[64, 810, 288, 1021]",32,0.9609,
K-003483-020238-027653-030308_0_2_0_2_75_000_200.png,K-003483-020238-027653-030308_0_2_0_2_75_000_200_crop3.png,"[65, 130, 428, 536]",67,0.9509,
K-003483-020238-027653-030308_0_2_0_2_90_000_200.png,K-003483-020238-027653-030308_0_2_0_2_90_000_200_crop0.png,"[625, 177, 846, 392]",72,0.9762,
K-003483-020238-027653-030308_0_2_0_2_90_000_200.png,K-003483-020238-027653-030308_0_2_0_2_90_000_200_crop1.png,"[99, 853, 317, 1058]",32,0.9644,
K-003483-020238-027653-030308_0_2_0_2_90_000_200.png,K-003483-020238-027653-030308_0_2_0_2_90_000_200_crop3.png,"[81, 149, 458, 564]",67,0.9464,
K-003483-020238-027653-031885_0_2_0_2_70_000_200.png,K-003483-020238-027653-031885_0_2_0_2_70_000_200_crop0.png,"[134, 868, 363, 1094]",72,0.9677,
K-003483-020238-027653-031885_0_2_0_2_70_000_200.png,K-003483-020238-027653-031885_0_2_0_2_70_000_200_crop1.png,"[132, 288, 407, 460]",3,0.9675,
K-003483-020238-027653-031885_0_2_0_2_70_000_200.png,K-003483-020238-027653-031885_0_2_0_2_70_000_200_crop2.png,"[670, 254, 888, 453]",32,0.9558,
K-003483-020238-027653-031885_0_2_0_2_70_000_200.png,K-003483-020238-027653-031885_0_2_0_2_70_000_200_crop3.png,"[501, 659, 913, 1165]",50,0.9531,
K-003483-020238-027653-031885_0_2_0_2_75_000_200.png,K-003483-020238-027653-031885_0_2_0_2_75_000_200_crop0.png,"[596, 174, 813, 386]",72,0.9763,
K-003483-020238-027653-031885_0_2_0_2_75_000_200.png,K-003483-020238-027653-031885_0_2_0_2_75_000_200_crop1.png,"[63, 810, 288, 1021]",32,0.9594,
K-003483-020238-027653-031885_0_2_0_2_75_000_200.png,K-003483-020238-027653-031885_0_2_0_2_75_000_200_crop2.png,"[76, 67, 479, 561]",50,0.9521,
K-003483-020238-027653-031885_0_2_0_2_90_000_200.png,K-003483-020238-027653-031885_0_2_0_2_90_000_200_crop0.png,"[624, 177, 846, 393]",72,0.9776,
